,Date,Rating,Label,Review,Cleaned_review
367,20-Dec-18,5,1,tokopedia is one of the best apps for marketplace. it connected within buyer and seller like no boundaries.,best apps market place connected buyer seller like boundary
368,20-Dec-18,5,1,"The best online shop app in Indonesia, safely transaction with user-friendly application",best online shop indonesia safely transaction user friendly
369,20-Dec-18,4,1,"if you want buy something, this place has anything that you want",buy place
370,20-Dec-18,5,1,"good app, very helpfull & so many promotions we can use for pay bill or shopping",good helpful promotion use pay
371,20-Dec-18,4,1,Very easy. Lot of promos & coupons. Got number of magic eggs as well.,easy promos coupon number magic egg well
372,20-Dec-18,5,1,very easy to use and usefull for online trading,easy use useful online trading
373,20-Dec-18,4,0,"better and better, just adv for credit card charge please consider update to free charge. thanks",better better adv credit card charge consider update free charge
374,20-Dec-18,5,1,Love it. So many cashback and promotions,love cashback promotion
375,20-Dec-18,5,1,"Very user friendly, very helpful",user friendly helpful
376,20-Dec-18,5,1,the best app that I like to use,best like use
377,20-Dec-18,5,1,"thank you toped, you are the best",best
378,21-Dec-18,5,1,1. Trusted seller. 2. Quality of product same as product description. 3. Prompt response. 4. Recommended !,trusted seller quality product product description prompt response recommended
379,21-Dec-18,4,0,the application sometimes error and logged out the account. and sometimes the internet connection error,error logged account internet connection error
380,21-Dec-18,1,0,Bad customer services. Thank you. I uninstalled,bad customer service uninstalled
381,21-Dec-18,5,1,"Simple, easy to use and plenty of loyalty programs..",simple easy use plenty loyalty programs..
382,21-Dec-18,5,1,i have try it for many times. and its good,time good
383,21-Dec-18,5,1,One of the best online shop app in Indonesia 👍🏻👍🏻,best online shop indonesia
384,21-Dec-18,4,1,tokopedia is the best online shopping ever!,best online
385,21-Dec-18,5,1,user interface is great and the features too,user interface great feature
386,21-Dec-18,5,1,easy to use and informative...,easy use informative..
387,21-Dec-18,3,0,I wish they'd send less notifications,send notification
388,21-Dec-18,5,1,"very good apps, make life easier",good apps life easier
389,21-Dec-18,5,1,The best online store application 😄👍,best online store
390,21-Dec-18,5,1,"every improvement makes perfect, thanks",improvement perfect
391,22-Dec-18,1,0,"Update at your own risk. So, I was a frequent user of this fraction yet useful capability to sort things by its sales performance. But then, they decide to remove the feature, out of the blue. Why they let this slip through their finger? What about the golden rule of ""never repair something that isn...Full Review",update risk frequent user fraction useful capability sort thing sale performance decide remove feature blue slip finger golden rule repair isn..full
392,22-Dec-18,4,0,the application is good but the application can't be installed with Google account from out of Indonesia and I am an expat which is working in Jakarta who is using my Google Account which created from US. Please rectify is ASAP as I am using new created account,good installed google account indonesia expat working jakarta google account created rectify asap created account
393,22-Dec-18,4,0,Please improve filtering feature by allowing user to enter some product specification sification. For instance I can search handphone with NFC support and storage more than 32Gb.. Thanks to toko pedia..,improve filtering feature allowing user enter product specification sification instance search handphone nfc support storage 32gb.. toko pedia..
394,22-Dec-18,5,1,nice one. keep the good works. I always buy stuff from here and everything goes well,nice good work buy stuff well
395,22-Dec-18,4,0,my advice please remove the stuff if it already empty or out of stock not put in screen or application,advice remove stuff stock not screen
396,22-Dec-18,3,0,not very interactive and lacked of professionalism and customers support,not interactive lacked professionalism customer support
397,22-Dec-18,5,1,So far so good. No error whatsoever. Great Job,good error whatsoever great job
398,22-Dec-18,5,1,Really helpful and a lot of cashback,helpful cashback
399,22-Dec-18,5,1,Easy to use and simple menus to navigate,easy use simple menu navigate
400,22-Dec-18,5,1,Super app for all kind online financial transaction,super kind online financial transaction
401,22-Dec-18,4,1,Useful apps and easy to use.,useful apps easy use
402,22-Dec-18,5,1,best online shopping platform in indonesia,best online platform indonesia
403,23-Dec-18,5,1,Very easy to use. customer service was also very cooperative and helpful.,easy use customer service cooperative helpful
404,23-Dec-18,5,1,I have good experience with this app and had used thiss app for daily transaction,good experience daily transaction
405,23-Dec-18,5,1,"always recieved things in good condition and fast, reasonable price",recieved thing good condition fast reasonable price
406,24-Dec-18,5,0,"actually, i prefer to the old app than the new one. but its okay, everything was good.",prefer good
407,24-Dec-18,5,1,Tokopedia is one of the best online shop ever.. very responsible and attractive for the consumers.. Keep it up Tokped👌,best online shop ever.. responsible attractive consumers..
408,24-Dec-18,5,1,reliable (not so many bug issues) and user friendly (for indonesian people),reliable not bug issue user friendly indonesian
409,24-Dec-18,5,0,"Plz add Ship Ticket, not only flight ticket... sometime I use Ship to travel over Islands in Indonesia... like ""PELNI"" or other Private Ship over seas...",plz add ship ticket not flight ticket.. use ship travel island indonesia.. like pelni private ship seas..
410,24-Dec-18,4,1,Please do your best and satisfy costumers and you will more and more successful,best satisfy costumer successful
411,24-Dec-18,5,1,"good aplication,best online shopping experience with tokopedia",good best online experience
412,24-Dec-18,5,1,the best e-commerce in indonesia,best commerce indonesia
413,24-Dec-18,5,1,"love the app, altought it need to be rendered well in tablet",love altought rendered well tablet
414,24-Dec-18,5,1,very good...i like it so much..,good..i like much..
415,24-Dec-18,4,1,user friendly interface among the others,user friendly interface
416,25-Dec-18,5,1,So far so good for me. I hope Tokopedia will always be the best,good hope best
417,25-Dec-18,5,1,"user friendly, product quality is good and also value for money",user friendly product quality good money
418,25-Dec-18,5,1,This is my favorite application to shop online.,favorite shop online
419,25-Dec-18,5,1,help people so much to buy anything in one touch,help much buy touch
420,25-Dec-18,5,1,the best marketplace in the world! 🙌✌👍👌,best market place
421,25-Dec-18,5,1,fast response and nice product...,fast response nice product..
422,26-Dec-18,1,0,how can i change to english option? the application is not user friendly as it sends me round and round in circles.,change english option not user friendly sends round round circle
423,26-Dec-18,5,1,"very good application, like to buy in anywhere and everywhere....",good like buy everywhere..
424,26-Dec-18,5,1,"love this app, any item that you need to buy are in this app, ty",love item buy
425,26-Dec-18,5,1,The most complete Online shopping services in your hands!,complete online service hand
426,26-Dec-18,5,1,good apps very convenient to get what you want,good apps convenient get
427,26-Dec-18,5,1,"best online marketplace ever, with many offers",best online market place offer
428,26-Dec-18,5,1,I am very satisfied shopping in tokopedia.. 👍,satisfied tokopedia..
429,26-Dec-18,5,1,very helpfull.. the best online shop in Indonesia,helpfull.. best online shop indonesia
430,26-Dec-18,5,1,#1 app that I choose to online shopping,choose online
431,26-Dec-18,5,1,help me to find cheaper price....haha,help cheaper price..haha
432,27-Dec-18,1,0,Very unclear to see where to change language into English. Can you make this more obvious,unclear change language english obvious
433,27-Dec-18,5,1,Good and easy to understand application. Recommended!,good easy understand recommended
434,27-Dec-18,4,1,"easy to use, easy to transaction,...",easy use easy transaction
435,27-Dec-18,5,1,Love the company & I hope someday can be the part of Tokopedia HQ,love hope someday
436,27-Dec-18,5,1,easy to use. i can find everything here,easy use
437,27-Dec-18,5,1,"many promos, recommended apps for urban life",promos recommended apps urban life
438,27-Dec-18,5,1,"Very good app, easy to use",good easy use
439,28-Dec-18,5,1,I can find almost anything I want to buy in tokopedia. easy to use app,buy easy use
440,28-Dec-18,5,1,"easy to access, fast and a lot cash back. good job toped",easy access fast cash good job
441,28-Dec-18,5,1,the Apps really help me to buy something that i need in urgent times,apps help buy urgent time
442,28-Dec-18,5,1,"easy to use, user friendly. nice to have it 😉",easy use user friendly nice
443,28-Dec-18,5,1,"good app, simple, lots of choices !",good simple choice
444,29-Dec-18,3,0,"Some pages are slow. Especially wishlist management i.e. deleting a product from the wishlist takes a while (loading). Might be better if it just saves all changes when leaving the wishlist page. Plus, getting to the wishlist page itself is a hassle.",page slow wishlist management i.e deleting product wishlist loading better save change leaving wishlist page wishlist page hassle
445,29-Dec-18,5,0,it's almost perfect. it will be better to get along with Government Partnership for shipping overseas so that it helps all merchant to sell the products to other countries...,perfect better get government partnership shipping overseas help merchant sell product countries..
446,29-Dec-18,5,0,Very good but i found a glitch on Samsung A8+ when you rotate the screen on playstore and turn off the auto rotate and go to tokopedia i go to the pempelian tab and it crash but it is still good app i know making apps that can sell online is hard to make but i still use it daily Have a nice day,good glitch samsung rotate screen playstore turn auto rotate pempelian tab crash good making apps sell online hard use daily nice day
447,29-Dec-18,5,1,Good apps and makes my shopping experience more simple and easier. Thank you.,good apps experience simple easier
448,29-Dec-18,5,1,the best e commerce market in my opinion. a lot of things can be done by this app.,best commerce market opinion thing
449,29-Dec-18,5,1,User friendly shopping-apps. ones of the best in the start up business,user friendly apps best start
450,29-Dec-18,5,1,"Really amazing e-commerce, particularly for Indonesian product! Very recommended",amazing commerce indonesian product recommended
451,29-Dec-18,4,0,"overall is good, but the promos/programs are not really as good as shopee ID",good promos program not good shopee
452,29-Dec-18,4,0,"Good, but i can't use my coupons cause I can't write my no hp",good use coupon write
453,30-Dec-18,5,1,Thank you Tokopedia. Almost 3 years using your services. it helpful and keep the progress up. Cheers!,service helpful progress cheer
454,30-Dec-18,5,1,"great app, really helpfull for me as seller and customer too. improved the rating procedure so it doesn't only benefit the customer",great helpful seller customer improved rating procedure doesn benefit customer
455,30-Dec-18,4,1,Great apps to buy almost all you need. Have many stores that you can choose.,great apps buy store choose
456,30-Dec-18,4,1,Easy to settle payment and got cashback. Got more other benefit on each transaction.,easy settle payment cashback benefit transaction
457,30-Dec-18,5,1,Good place to do online shop with easy navigation,good place online shop easy navigation
458,30-Dec-18,5,1,easy to use and have a lot products,easy use product
459,30-Dec-18,5,1,very good ecommerce and offer many promotion.,good commerce offer promotion
460,31-Dec-18,5,1,"a very very usefull apps , never let me down and a secure one also",useful apps secure
461,31-Dec-18,5,1,place to get all my needs.. thanks,place get needs..
462,31-Dec-18,5,1,always use this app for ecommerce since 2016,use commerce 2016
463,1-Jan-19,4,0,"After i updated the last version the flight menu is cant work. after chose the destination and hit the search button , its not work. pls fix it asap",updated version flight menu cant work chose destination hit search button not work asap
464,1-Jan-19,5,1,soooo user friendly.. no complicated refund.. protected buyer with very prompt complaint procedures! keep it up!,soo user friendly.. complicated refund.. protected buyer prompt complain procedure
465,1-Jan-19,5,1,"Easy to use, lot of vendor and goods from various categories, good and fast product searching and filtering",easy use vendor good category good fast product searching filtering
466,1-Jan-19,2,0,"need improvement: 1. the app getting heavier 2. no more sorting item by ""no. of sales""",improvement heavier sorting item sale
467,1-Jan-19,4,1,"One of the best e-commerce in Indonesia, easy to use... Thanks",best commerce indonesia easy use..
468,1-Jan-19,5,1,very useful application. you cam find almost everything in toped,useful
469,1-Jan-19,5,1,user friendly and complete features.,user friendly complete feature
470,1-Jan-19,1,0,fix online status! like last seen or last online,online status like online
471,1-Jan-19,5,1,Good app. Always improve.,good improve
472,1-Jan-19,5,1,very helpful and reasonable price,helpful reasonable price
473,2-Jan-19,1,0,"Good marketplace when you don't have any problems/issues/complains. Not good when you do have one. The admin is not helpful at all, you can't email/actually talk with anyone. At least from my experience, any reply is robotic or scripted. Not recommended",good market place problem issue complains not good admin not helpful email talk experience reply robotic scripted not recommended
474,2-Jan-19,5,1,"i can find all the stuff that i need, save my time and money for travelling just to find the stuff what i need. thanks tokopedia for saving my trip.",stuff save time money travelling stuff saving trip
475,2-Jan-19,5,1,"I like this application and do shopping with it. It's easy, fast and secure doing the transaction.",like easy fast secure transaction
476,2-Jan-19,3,0,"Please add the bought items when checkout, not only the nominal to pay.",add bought item checkout not nominal pay
477,2-Jan-19,5,1,"For now, user friendly.. With OVO, make easier payment..",user friendly.. ovo easier payment..
478,2-Jan-19,4,0,please fix the bug when we the notufication is not disappeared even we have opened it,bug notification not disappeared opened
479,2-Jan-19,5,1,"user friendly, various options with many recommend seller.",user friendly option recommend seller
480,2-Jan-19,5,1,Cool application.. easy to used.. trusted application..,cool application.. easy used.. trusted application..
481,2-Jan-19,5,1,Almost everything available here at Tokopedia with lot of choices,choice
482,3-Jan-19,5,1,The app is very user friendly. Easy to find things to buy. Easy to claim the promo (including the PLN/PDAM/Telkom bill). Truly recommended online shopping app 😍👍,user friendly easy thing buy easy claim promo including pln pdam telkom recommended online
483,3-Jan-19,1,0,"It has a bad customer support, because i can't call the customer service about my problem,, because i can't complain my specific problem. No body can answer my call..",bad customer support customer service problem complain specific problem body answer call..
484,3-Jan-19,5,1,"Friendly interface easy to use and navigate. I'm paying all my bills now thru tokopedia app, thanks!",friendly interface easy use navigate paying
485,3-Jan-19,5,1,"Nice App, fast service, and easy to use.",nice fast service easy use
486,3-Jan-19,5,1,"Such a great app, really help me to market my products and to buy stuff I need",great help market product buy stuff
487,3-Jan-19,5,1,The app is user friendly. Great experience when bought a book!,user friendly great experience bought book
488,3-Jan-19,5,1,the best app for e-commerce. most easy to go from link to link,best commerce easy link link
489,3-Jan-19,5,1,its very clear to transact with this Apps. thank you so much,clear transact apps much
490,3-Jan-19,5,1,easy to buy many good things and .. cheaper!!,easy buy good thing cheaper
491,3-Jan-19,5,1,"so many promotion & cashback, and so many available store.",promotion cashback store
492,3-Jan-19,5,1,User friendly and reliable application!,user friendly reliable
493,3-Jan-19,5,1,good apps and cheaper price than others olshop..,good apps cheaper price olshop..
494,3-Jan-19,5,1,best application so far for local marketplace,best local market place
495,3-Jan-19,5,1,it's nice to get the cashback,nice get cashback
496,4-Jan-19,5,1,"a lot of options of goods, include from the local stores. interface is very easy to use. information given also accurate and real time, especially for the delivery tracking.",option good include local store interface easy use accurate real time delivery tracking
497,4-Jan-19,5,0,"very useful for me to online shopping apps, take a note : we need more shipping discount .. or free ongkir..",useful online apps note shipping discount free ongkir..
498,4-Jan-19,3,0,"Good, easy to use. But, there only two airline in the airline ticketing menu. The airline ticket price is also higher than other app even with promotion code.",good easy use airline airline ticketing menu airline ticket price higher promotion code
499,4-Jan-19,3,0,"this apps can not provide good & fast solution when it comes to dispute, I will give it 5* if they can improve on this",apps not provide good fast solution dispute give improve
500,4-Jan-19,4,0,if I access using tab S3. can not use coupon (column coupun code unable to click).,access tab not use coupon column coupun code unable click
501,4-Jan-19,5,1,Very good..trusted online shopping..easy to use..helpful application.,good..trusted online shopping..easy use..helpful
502,4-Jan-19,5,1,"Good applications,, easy to use... Good job toped... keep going",good easy use.. good job toped.. going
503,4-Jan-19,5,1,"easy, fix, fast, exactly what i need",easy fast exactly
504,4-Jan-19,5,1,"Its very convenience, reliance and trustworthy",convenience reliance trustworthy
505,4-Jan-19,5,1,"very helpful apps ❤️ fast response, clear T&C.",helpful apps fast response clear
506,4-Jan-19,5,1,good. i love the promo and voucer,good love promo voucher
507,5-Jan-19,5,1,"good apps and easy to use. Secure transaction , many programs and products .",good apps easy use secure transaction program product
508,5-Jan-19,5,1,"very easy to use, a lot of promotions, very useful for me both as seller and buyer",easy use promotion useful seller buyer
509,5-Jan-19,5,1,Convenient ways to ease all transactions of our daily needs. Keep it up your great works! 👍👍👍👍,convenient ease transaction daily great work
510,5-Jan-19,5,1,very helpful and detail application. love having transaction here.,helpful love transaction
511,5-Jan-19,5,1,love it very much..online shopping is wonderful with this app,love much..online wonderful
512,5-Jan-19,5,0,interface is good but the promo is getting fewer,interface good promo fewer
513,5-Jan-19,5,1,very helpfull.....very good....keep succes for tokopedia,helpfull..very good..keep success
514,6-Jan-19,5,1,"everything you need ... tokopedia will help you. tokopedia is an awesome aplication, easy to use, trustworthy and very innovation.",help awesome easy use trustworthy innovation
515,6-Jan-19,5,1,Good app and the most favorite online shop !!!! Very recomended !!!,good favorite online shop recommended
516,6-Jan-19,5,1,"is amazing, nice, and responsive online shop app",amazing nice responsive online shop
517,6-Jan-19,5,1,Never had any problem Keep the good job lur :),problem good job lur
518,7-Jan-19,5,1,very helpful and i can what ever rare find here. no more time wasting going around town/shop to find things. just a click away.,helpful rare time wasting going town shop thing click
519,7-Jan-19,5,1,Great olshop to promote local healthy farmer products such as butterfly pea of bunga telang. Thank you.,great olshop promote local healthy farmer product butterfly pea bunga telang
520,7-Jan-19,5,1,"i just can sy ""thank u tokopedia, i love u""",love
521,7-Jan-19,4,1,"every thing you need is here, chill",thing chill
522,7-Jan-19,5,1,good application...good online shopping experience,good application..good online experience
523,7-Jan-19,5,1,good and usefull keep up the best of tokipedia.,good useful best
524,8-Jan-19,3,0,"I was a huge Tokopedia fan since early 2017 and was a strong advocate of it.  Bought all my electronics and supplies here and rarely did I ever run into any problems.  But ever since it replaced TokoCash with OVO,, I have stopped using Tokopedia and will never use it until OVO is reverted back to To...Full Review",huge fan early 2017 strong advocate bought electronics supply rarely problem replaced tokocash ovo stopped use ovo reverted to..full
525,8-Jan-19,4,0,in fact tokopedia is good ecom market. i can buy product with cheap prices and good quality. good system. unfortunately cashback is now not entered into tokocash but entered as an ovo point. so i can't reuse to shopping again in tokopedia. whereas for redeem ovo points can't in many place. so i have...Full Review,fact good ecom market buy product cheap price good quality good cashback not entered tokocash entered ovo point reuse redeem ovo point place have..full
526,8-Jan-19,5,1,"Always available, almost never hang or lag, scrolling and clicking is smooth no lag even you are doing multitasking at once, clear information, hassle free if you got problem or customer support always help you. This is the best market place app in Indonesia. Excellent.",hang lag scrolling clicking smooth lag multitasking clear hassle free problem customer support help best market place indonesia excellent
527,8-Jan-19,5,1,Been using the apps for years now...great experience...with its ease of use...good promo...and lots of star seller...but there is room for greater improvement tough...keep it up...😊👍👍👍,apps now..great experience..with ease use..good promo..and star seller..but room greater improvement tough..keep up..
528,8-Jan-19,5,1,I use Tokopedia mostly to pay my bills. It's realy helpful and easy. The promos and discounts are also a great way to save money.,use pay realy helpful easy promos discount great save money
529,8-Jan-19,5,1,Violets are blue They're all mine Your poems suck Cause they doesn't rhyme I agree that you guys are the best tho 😁,violet blue poem suck doesn rhyme agree guy best
530,8-Jan-19,5,1,"Everyone is very friendly, buyer or sellers, all are great! Thx",friendly buyer seller great thx
531,8-Jan-19,5,1,It is very understandable that this app is more practical than other e-commerce,understandable practical commerce
532,8-Jan-19,4,0,"Great, please add time until 23.00 for payment method by transfer or internet/sms banking",great add time 23.00 payment method transfer internet banking
533,8-Jan-19,5,1,good place to find things that we need in faster way,good place thing faster
534,8-Jan-19,5,1,"easy to use, great e-commerce apps.",easy use great commerce apps
535,8-Jan-19,5,1,easy to use and very helpfull,easy use helpful
536,8-Jan-19,5,1,the best online shopping application,best online
537,9-Jan-19,3,0,"Using since 2016, I've always love how Tokopedia looks and works: Lightweight, informative, and no hassle for ""Click More"". All available in one page. Since their latest update, things are getting worse. Now I have to add some extra seconds to find the seller's display collections (Etalase) because ...Full Review",2016 love work lightweight informative hassle click page latest update thing worse add extra second seller display collection etalase
538,9-Jan-19,5,1,I can find anything which is not available at convenience store around,not convenience store
539,9-Jan-19,5,1,"nice apps.. reall easy to use, very user friendly and very competitive price..",nice apps.. reall easy use user friendly competitive price..
540,9-Jan-19,1,0,"when we buy something you better be tell us how much me pay for it include your fee, you are messing with us about your fee",buy better much pay include fee messing fee
541,9-Jan-19,5,1,"this app is very user friendly, it helps me a lot",user friendly help
542,9-Jan-19,5,1,great apps. help me very much.,great apps help much
543,9-Jan-19,5,1,highly recommended for online shopping,highly recommended online
544,10-Jan-19,5,1,Very Usefull Application Anytime AnyWhere!! LOVE IT.. Many Discount Voucher.. 😎😎😎 it would be better if any additional comment for menu GoFood..,useful anytime love it.. discount voucher.. better additional comment menu gofood..
545,10-Jan-19,5,1,"Tokopedia App has a great User Interface and Features which others don't have. Great job, Tokopedia.. Keep up the great work 👍",great user interface feature great job tokopedia.. great work
546,10-Jan-19,5,1,Good online shop ag indonesia . Nice performance and good service to custumers,good online shop indonesia nice performance good service customer
547,10-Jan-19,4,1,"Good application, more easier for shopping online.",good easier online
548,10-Jan-19,5,1,so far satisfied with the system services..,satisfied services..
549,10-Jan-19,5,1,i havent got any experience yet.,havent experience
550,10-Jan-19,5,1,It's my favorite Online Shop. ⭐⭐⭐⭐⭐,favorite online shop
551,10-Jan-19,5,1,Stable and user friendly.,stable user friendly
552,11-Jan-19,5,1,"easy to use, quick process, good notifications, reliable rating system. very helpful to assist with e-commerce and online shopping. best app compared to other competitors.",easy use quick process good notification reliable rating helpful assist commerce online best compared competitor
553,11-Jan-19,5,1,"easy to use this apps, display also nice and full of information.. the seller also recommended.. no worry to shop on this site because they give warranty if u want to return back the money, if u got problem with the seller",easy use apps display nice information.. seller recommended.. worry shop site give warranty return money problem seller
554,11-Jan-19,5,0,i like this app a lot but i found difficulty to sign it recently. change password etc couldnt order things i used to. please help! need to buy some stuff:-) thank you,like difficulty sign change password couldnt order thing help buy stuff
555,11-Jan-19,3,0,"3 times get cashback from lucky egg but result is always error :-(, useless lucky egg",time get cashback lucky egg result error useless lucky egg
556,11-Jan-19,5,1,the best shopping app. I recommend this app,best recommend
557,11-Jan-19,5,1,really helpful!!! the best,helpful best
558,11-Jan-19,5,1,"user friendly, really comfortable app..",user friendly comfortable app..
559,11-Jan-19,5,1,very helpful for online shopping,helpful online
560,11-Jan-19,5,1,Good app. simply and many promotions,good simply promotion
561,12-Jan-19,1,0,"frustated, every single time I'm browsing (i.e. search result) and accidentally tilt my device, the display mode change from small grids(tile) to big grid, and when i tried to change it back to small grid, my scrolling got reset! so i have to scroll from the beginning again..!!! please fix it. sorry...Full Review",frustated single time browsing i.e search result accidentally tilt device display mode change small grid tile big grid change small grid scrolling reset scroll again.. sorry..full
562,12-Jan-19,5,1,one of many online shops. so far no bad experience with the app or vendors! keep it up!,online shop bad experience vendor
563,12-Jan-19,4,0,"The best e-commerce app! but, I do hope they discard the ""Kok cuma diliatin aja bla bla bla............."" push notifications.",best commerce hope discard kok cuma diliatin aja bla bla bla.. push notification
564,12-Jan-19,5,1,very good and helpful app. you can basically find almost everything that you're looking for,good helpful basically
565,12-Jan-19,5,1,the best app store in Indonesia! great customer service!,best store indonesia great customer service
566,12-Jan-19,5,1,easy to use and offer many discount and gift...,easy use offer discount gift..
567,12-Jan-19,5,1,Awesome... Unicorn startup Indonesia.. Simple way to shopping...,awesome.. unicorn startup indonesia.. simple shopping..
568,12-Jan-19,5,1,"a whole new world, a new fantastic point of view",fantastic point view
569,12-Jan-19,5,1,the best online store that I could trust,best online store trust
570,12-Jan-19,5,1,really good apps love it !!!,good apps love
571,12-Jan-19,4,1,Description for my experience - placeholder,description experience placeholder
572,12-Jan-19,5,1,best produck n best dilivery .!!!,best product best dilivery
573,13-Jan-19,2,0,"Service wise, good. very good probably. But as we all know human is very subjective. So, with that in mind I rated lower than i would normally do simply because there's too many website ads that opens this app in the play store. And I [blin] hate that, don't be a cyka pls. blyat.",service wise good good human subjective mind rated lower simply website advertisement open play store blin hate cyka blyat
574,13-Jan-19,5,1,"one stop shopping platform, nice system, i like it ..",stop platform nice like
575,13-Jan-19,5,1,Best online shopping application ever!!!!,best online
576,13-Jan-19,4,1,Great app.. Easy to use if you shop with tokopedia,great app.. easy use shop
577,13-Jan-19,5,1,"Good services, and support business for UKM",good service support ukm
578,13-Jan-19,5,1,"overall, very good.. thanks tokped..",good.. tokped..
579,13-Jan-19,3,1,need to be advance. improving massage customer,advance improving massage customer
580,13-Jan-19,5,1,Easier to use than old version,easier use version
581,14-Jan-19,5,1,"Very easy to use, lower price than other similar apps and safe for any transaction (so far)",easy use lower price apps safe transaction
582,14-Jan-19,5,1,"Simple and easy to use!! Most importantly, its working, seamlessly!!",simple easy use importantly working seamlessly
583,14-Jan-19,5,1,"very helpful, secure, you can find anything and sell everything.",helpful secure sell
584,14-Jan-19,5,1,i love this app! very useful! 💜,love useful
585,14-Jan-19,4,1,"till now i dont find a problem, this app still good",dont problem good
586,14-Jan-19,5,1,"I am very happy,this app very helpful👍",happy helpful
587,14-Jan-19,4,1,gud application easy to use and monitorize ur order progress,good easy use monitorize order progress
588,14-Jan-19,5,1,The best shopping application!,best
589,14-Jan-19,5,1,important app for lazy-ass person.,lazy person
590,15-Jan-19,2,0,cheap ass Indonesian development. Very hard to find things you need in your own account. Not translated. I speak Bahasa Indonesia.,cheap indonesian development hard thing account not translated speak bahasa indonesia
591,15-Jan-19,5,1,"have a nice user interface, great fitur, easy to access. now using ovo for digital money, hoping it can works well",nice user interface great feature easy access ovo digital money hoping work well
592,15-Jan-19,5,0,One of the best marketplace apps in Indonesia. We just need more free shipping. Hehe.,best market place apps indonesia free shipping hehe
593,15-Jan-19,5,1,i always like this shop. just one shop in my favorite cellphone...just u..toped,like shop shop favorite cellphone..just u..toped
594,15-Jan-19,5,1,One of the best apps for online shopping in Indonesia...,best apps online indonesia..
595,15-Jan-19,5,1,it amazing to be a part of tokopedia shop online,amazing shop online
596,15-Jan-19,5,1,Favourite place for searching and buying the products i need,favourite place searching buying product
597,15-Jan-19,5,1,Good application for buyer and seller,good buyer seller
598,15-Jan-19,5,1,"good, helpful...useful app.",good helpful..useful
599,16-Jan-19,5,1,helpful application to find so many thing you can imagine with good prices.,helpful thing imagine good price
600,16-Jan-19,5,1,the most wonderful online store app so far.. more cash back please!!,wonderful online store far.. cash
601,16-Jan-19,4,0,"UI could be Improved. sometime, I still get lost....",improved get lost..
602,16-Jan-19,5,1,bermanfaat sekali... n make life is very simple ! Thx ToPed ! ;),bermanfaat sekali.. life simple thx
603,16-Jan-19,5,0,error.. after updated.. please fix it.,error.. updated..
604,16-Jan-19,3,0,inbox and detail account cannot be opened after update.,inbox account not opened update
605,16-Jan-19,5,1,the best market place in Indonesia!,best market place indonesia
606,16-Jan-19,1,0,"eror after last update, cannot check notif and user page, pls fix",error update not check notification user page
607,16-Jan-19,5,1,"good apps, and easy to use",good apps easy use
608,16-Jan-19,5,1,friendly user and helpful. excellent,friendly user helpful excellent
609,17-Jan-19,3,0,"apps oftenly error, cannot open account menu. I have to sign out and sign in again to make it works. and when I try to sign in again, I always have to get new token and input it to verify my number",apps oftenly error not open account menu sign sign work sign get token input verify number
610,17-Jan-19,1,0,mobile apps always show error message. can't look up my inbox either notification !!,mobile apps error message inbox notification
611,17-Jan-19,5,1,my fave online shop in Indonesia. most. thank you tokopedia.,favourite online shop indonesia
612,17-Jan-19,5,1,A good market place one of the biggest in Indonesia & very familiar this application,good market place biggest indonesia familiar
613,17-Jan-19,4,1,good service help people to get the needs.,good service help get
614,17-Jan-19,1,0,please fix the INBOX & ACCOUNT..!!,inbox account..
615,17-Jan-19,5,1,the best online market place..,best online market place..
616,17-Jan-19,5,1,The best online shop in indonesia...,best online shop indonesia..
617,18-Jan-19,3,0,"Easy to use and good security. But browsing items when sorted by price is a little bit confusing, because mixed with promoted items in the middle, unlike the desktop version.",easy use good security browsing item sorted price confusing mixed promoted item middle desktop version
618,18-Jan-19,4,1,"If you wanna shopping, here there one of the best online shopping application !",wan best online
619,18-Jan-19,5,1,helpful app and easy to use. various method of payment CS also responsive & helpful,helpful easy use method payment responsive helpful
620,18-Jan-19,4,1,for better and easy shoping and sell something...keep going toped...,better easy sell something..keep going toped..
621,18-Jan-19,5,1,Simply one of the best e-commerce app in Indonesia,simply best commerce indonesia
622,18-Jan-19,5,1,very easy to use and beneficial online application,easy use beneficial online
623,18-Jan-19,4,0,please fix the minor bug - auto update checkout,minor bug auto update checkout
624,19-Jan-19,5,0,as good as usually but oftenly you change the look too absurd and confusing me,good oftenly change absurd confusing
625,19-Jan-19,5,1,Amazing Online Store...I found it very easy for me to buy things that i need,amazing online store..i easy buy thing
626,19-Jan-19,5,1,so far so good...keep doing it right ☺,good..keep
627,20-Jan-19,5,1,"good shopping experience, along with Ovo integration, now it became much more convenient.",good experience ovo integration much convenient
628,20-Jan-19,5,1,Easier to find the things that we need with good price application,easier thing good price
629,20-Jan-19,5,0,"please, maintain merchant to sell original and not recondition product.",maintain merchant sell original not recondition product
630,20-Jan-19,5,1,"so far, never disappointed from the seller",disappointed seller
631,20-Jan-19,5,1,first time user. not much to tell,time user not much
632,20-Jan-19,5,1,good market place..and UI/UX very nice,good market place..and nice
633,21-Jan-19,5,1,"Very easy to find daily goods that I need here. The price is reasonable, the app is easy to use, very user friendly.",easy daily good price reasonable easy use user friendly
634,21-Jan-19,5,1,best app for online shopping better than any apps similar... even they are giving cheaper discount but they can't give best shopping experience,best online better apps similar.. cheaper discount give best experience
