Date,Rating,User,Review
3-Jan-19,5,Rika Ardhana,"Such a great app, really help me to market my products and to buy stuff I need"
3-Jan-19,5,Prasetyandaru Pirenantyo,The app is user friendly. Great experience when bought a book!
3-Jan-19,5,Susanto Ginanjar,the best app for e-commerce. most easy to go from link to link
3-Jan-19,5,Suci Daraputri,its very clear to transact with this Apps. thank you so much
3-Jan-19,5,DESSY INDIRASARI,easy to buy many good things and .. cheaper!!
3-Jan-19,5,Daim Cuan EastBoyZ,"so many promotion & cashback, and so many available store."
3-Jan-19,5,Geovani Jatmiko,User friendly and reliable application!
3-Jan-19,5,Fajar Dhanimartha,good apps and cheaper price than others olshop..
3-Jan-19,5,aji priyatna,best application so far for local marketplace
3-Jan-19,5,callmeocta,it's nice to get the cashback
4-Jan-19,5,TheWalkingDoctor,"a lot of options of goods, include from the local stores. interface is very easy to use. information given also accurate and real time, especially for the delivery tracking."
4-Jan-19,5,wendi simangunsong,"very useful for me to online shopping apps, take a note : we need more shipping discount .. or free ongkir.."
4-Jan-19,3,A Google user,"Good, easy to use. But, there only two airline in the airline ticketing menu. The airline ticket price is also higher than other app even with promotion code."
4-Jan-19,3,Budi Hartono,"this apps can not provide good & fast solution when it comes to dispute, I will give it 5* if they can improve on this"
4-Jan-19,4,Inneke Meita,if I access using tab S3. can not use coupon (column coupun code unable to click).
4-Jan-19,5,taqim qim,Very good..trusted online shopping..easy to use..helpful application.
4-Jan-19,5,gede saka,"Good applications,, easy to use... Good job toped... keep going"
4-Jan-19,5,A Google user,"easy, fix, fast, exactly what i need"
4-Jan-19,5,Leo Chandra,"Its very convenience, reliance and trustworthy"
4-Jan-19,5,Mardea Mumpuni,"very helpful apps ❤️ fast response, clear T&C."
4-Jan-19,5,diki septiyono putra,good. i love the promo and voucer
5-Jan-19,5,Rian Satria,"good apps and easy to use. Secure transaction , many programs and products ."
5-Jan-19,5,Hendri Tan,"very easy to use, a lot of promotions, very useful for me both as seller and buyer"
5-Jan-19,5,Prihadi Nugroho,Convenient ways to ease all transactions of our daily needs. Keep it up your great works! 👍👍👍👍
5-Jan-19,5,Jeanifer Rahardja,very helpful and detail application. love having transaction here.
5-Jan-19,5,Fanny Awan,love it very much..online shopping is wonderful with this app
5-Jan-19,5,Wasinton Haratua,interface is good but the promo is getting fewer
5-Jan-19,5,A Google user,very helpfull.....very good....keep succes for tokopedia
6-Jan-19,5,A Google user,"everything you need ... tokopedia will help you. tokopedia is an awesome aplication, easy to use, trustworthy and very innovation."
6-Jan-19,5,L David Darmanso,Good app and the most favorite online shop !!!! Very recomended !!!
6-Jan-19,5,Kenji Yamaguchi,"is amazing, nice, and responsive online shop app"
6-Jan-19,5,saleha 234,Never had any problem Keep the good job lur :)
7-Jan-19,5,A Google user,very helpful and i can what ever rare find here. no more time wasting going around town/shop to find things. just a click away.
7-Jan-19,5,rita mustikasari,Great olshop to promote local healthy farmer products such as butterfly pea of bunga telang. Thank you.
7-Jan-19,5,Vita Asmara,"i just can sy ""thank u tokopedia, i love u"""
7-Jan-19,4,fanya fanta,"every thing you need is here, chill"
7-Jan-19,5,yohannes benny,good application...good online shopping experience
7-Jan-19,5,Febriyanto Nugroho,good and usefull keep up the best of tokipedia.
8-Jan-19,3,Andrew Tobing,"I was a huge Tokopedia fan since early 2017 and was a strong advocate of it.  Bought all my electronics and supplies here and rarely did I ever run into any problems.  But ever since it replaced TokoCash with OVO,, I have stopped using Tokopedia and will never use it until OVO is reverted back to To...Full Review"
8-Jan-19,4,Belinda Ivana,in fact tokopedia is good ecom market. i can buy product with cheap prices and good quality. good system. unfortunately cashback is now not entered into tokocash but entered as an ovo point. so i can't reuse to shopping again in tokopedia. whereas for redeem ovo points can't in many place. so i have...Full Review
8-Jan-19,5,Martadewa Badung,"Always available, almost never hang or lag, scrolling and clicking is smooth no lag even you are doing multitasking at once, clear information, hassle free if you got problem or customer support always help you. This is the best market place app in Indonesia. Excellent."
8-Jan-19,5,Jeff Xiao,Been using the apps for years now...great experience...with its ease of use...good promo...and lots of star seller...but there is room for greater improvement tough...keep it up...😊👍👍👍
8-Jan-19,5,Aditya Wisnubhawana,I use Tokopedia mostly to pay my bills. It's realy helpful and easy. The promos and discounts are also a great way to save money.
8-Jan-19,5,Tedja Jaya,Violets are blue They're all mine Your poems suck Cause they doesn't rhyme I agree that you guys are the best tho 😁
8-Jan-19,5,Bernard Bailey,"Everyone is very friendly, buyer or sellers, all are great! Thx"
8-Jan-19,5,tutus gundam,It is very understandable that this app is more practical than other e-commerce
8-Jan-19,4,Alfred Kompudu,"Great, please add time until 23.00 for payment method by transfer or internet/sms banking"
8-Jan-19,5,Debby Atmadja,good place to find things that we need in faster way
8-Jan-19,5,Yulinda Amri,"easy to use, great e-commerce apps."
8-Jan-19,5,Hermawan Purnomo,easy to use and very helpfull
8-Jan-19,5,Taufik Abidin,the best online shopping application
9-Jan-19,3,Zaki Sentanu,"Using since 2016, I've always love how Tokopedia looks and works: Lightweight, informative, and no hassle for ""Click More"". All available in one page. Since their latest update, things are getting worse. Now I have to add some extra seconds to find the seller's display collections (Etalase) because ...Full Review"
9-Jan-19,5,Michael Hong,I can find anything which is not available at convenience store around
9-Jan-19,5,Mohammad Nasif,"nice apps.. reall easy to use, very user friendly and very competitive price.."
9-Jan-19,1,A Google user,"when we buy something you better be tell us how much me pay for it include your fee, you are messing with us about your fee"
9-Jan-19,5,A Google user,"this app is very user friendly, it helps me a lot"
9-Jan-19,5,Garry Ryanto,great apps. help me very much.
9-Jan-19,5,Slamet Winaryo,highly recommended for online shopping
10-Jan-19,5,Tanita Irvan,Very Usefull Application Anytime AnyWhere!! LOVE IT.. Many Discount Voucher.. 😎😎😎 it would be better if any additional comment for menu GoFood..
10-Jan-19,5,Dikka Ketiduran,"Tokopedia App has a great User Interface and Features which others don't have. Great job, Tokopedia.. Keep up the great work 👍"
10-Jan-19,5,Carissa intan,Good online shop ag indonesia . Nice performance and good service to custumers
10-Jan-19,4,Bebby Carla Elena,"Good application, more easier for shopping online."
10-Jan-19,5,Lucky Samuel Herdianto,so far satisfied with the system services..
10-Jan-19,5,A Google user,i havent got any experience yet.
10-Jan-19,5,Hendra PutraJaya,It's my favorite Online Shop. ⭐⭐⭐⭐⭐
10-Jan-19,5,Widyartha Hastjarja,Stable and user friendly.
11-Jan-19,5,Uphie Abdurrahman,"easy to use, quick process, good notifications, reliable rating system. very helpful to assist with e-commerce and online shopping. best app compared to other competitors."
11-Jan-19,5,Vicka Said,"easy to use this apps, display also nice and full of information.. the seller also recommended.. no worry to shop on this site because they give warranty if u want to return back the money, if u got problem with the seller"
11-Jan-19,5,A Google user,i like this app a lot but i found difficulty to sign it recently. change password etc couldnt order things i used to. please help! need to buy some stuff:-) thank you
11-Jan-19,3,Jefrinal Rivai,"3 times get cashback from lucky egg but result is always error :-(, useless lucky egg"
11-Jan-19,5,arduino lovers,the best shopping app. I recommend this app
11-Jan-19,5,A Google user,really helpful!!! the best
11-Jan-19,5,Adhitya Febrian,"user friendly, really comfortable app.."
11-Jan-19,5,Indri Tanubrata,very helpful for online shopping
11-Jan-19,5,chandra sugiarto,Good app. simply and many promotions
12-Jan-19,1,Hadi Zeftin,"frustated, every single time I'm browsing (i.e. search result) and accidentally tilt my device, the display mode change from small grids(tile) to big grid, and when i tried to change it back to small grid, my scrolling got reset! so i have to scroll from the beginning again..!!! please fix it. sorry...Full Review"
12-Jan-19,5,Nikes Astrisi Presilia,one of many online shops. so far no bad experience with the app or vendors! keep it up!
12-Jan-19,4,Vicki Unggul,"The best e-commerce app! but, I do hope they discard the ""Kok cuma diliatin aja bla bla bla............."" push notifications."
12-Jan-19,5,Steven Liando,very good and helpful app. you can basically find almost everything that you're looking for
12-Jan-19,5,Bill Franz Ablong,the best app store in Indonesia! great customer service!
12-Jan-19,5,Adlul Hazal,easy to use and offer many discount and gift...
12-Jan-19,5,Dina Fatimah,Awesome... Unicorn startup Indonesia.. Simple way to shopping...
12-Jan-19,5,Risang Prabowo,"a whole new world, a new fantastic point of view"
12-Jan-19,5,ken Co,the best online store that I could trust
12-Jan-19,5,Veros Alvaris,really good apps love it !!!
12-Jan-19,4,Jimmy msz,Description for my experience - placeholder
12-Jan-19,5,yani ali sugito,best produck n best dilivery .!!!
13-Jan-19,2,Yudi,"Service wise, good. very good probably. But as we all know human is very subjective. So, with that in mind I rated lower than i would normally do simply because there's too many website ads that opens this app in the play store. And I [blin] hate that, don't be a cyka pls. blyat."
13-Jan-19,5,Anggie Dhiana,"one stop shopping platform, nice system, i like it .."
13-Jan-19,5,A Google user,Best online shopping application ever!!!!
13-Jan-19,4,Mochamad Adiwibowo,Great app.. Easy to use if you shop with tokopedia
13-Jan-19,5,irfan ardiansyah supatma,"Good services, and support business for UKM"
13-Jan-19,5,A Google user,"overall, very good.. thanks tokped.."
13-Jan-19,3,Sukirwan Djito,need to be advance. improving massage customer
13-Jan-19,5,dwi taufan,Easier to use than old version
14-Jan-19,5,Halida Ferani,"Very easy to use, lower price than other similar apps and safe for any transaction (so far)"
14-Jan-19,5,Adrian Gindroz,"Simple and easy to use!! Most importantly, its working, seamlessly!!"
14-Jan-19,5,Acong NOIT,"very helpful, secure, you can find anything and sell everything."
14-Jan-19,5,Taekookie TaeKookBTS,i love this app! very useful! 💜
14-Jan-19,4,ARYA PERINGGAYUDHA I PUTU,"till now i dont find a problem, this app still good"
14-Jan-19,5,Putra Setiyana,"I am very happy,this app very helpful👍"
14-Jan-19,4,Ramos Mangisi,gud application easy to use and monitorize ur order progress
14-Jan-19,5,Dwima Zulkhanoor,The best shopping application!
14-Jan-19,5,rainey,important app for lazy-ass person.
15-Jan-19,2,A Google user,cheap ass Indonesian development. Very hard to find things you need in your own account. Not translated. I speak Bahasa Indonesia.
15-Jan-19,5,Tommy Harianto,"have a nice user interface, great fitur, easy to access. now using ovo for digital money, hoping it can works well"
15-Jan-19,5,A Google user,One of the best marketplace apps in Indonesia. We just need more free shipping. Hehe.
15-Jan-19,5,elok uswati,i always like this shop. just one shop in my favorite cellphone...just u..toped
15-Jan-19,5,rizal syamsu,One of the best apps for online shopping in Indonesia...
15-Jan-19,5,livhy nafizah putri,it amazing to be a part of tokopedia shop online
15-Jan-19,5,Michael Hikma,Favourite place for searching and buying the products i need
15-Jan-19,5,Freddy Alamsyah,Good application for buyer and seller
15-Jan-19,5,D'J -Tech,"good, helpful...useful app."
16-Jan-19,5,Yudi Yanuhardi,helpful application to find so many thing you can imagine with good prices.
16-Jan-19,5,andryas putra,the most wonderful online store app so far.. more cash back please!!
16-Jan-19,4,Yorga RE,"UI could be Improved. sometime, I still get lost...."
16-Jan-19,5,A Google user,bermanfaat sekali... n make life is very simple ! Thx ToPed ! ;)
16-Jan-19,5,Yudha Permana,error.. after updated.. please fix it.
16-Jan-19,3,Bayu Murthi Prabowo,inbox and detail account cannot be opened after update.
16-Jan-19,5,Gita R,the best market place in Indonesia!
16-Jan-19,1,Leonardo Bruno,"eror after last update, cannot check notif and user page, pls fix"
16-Jan-19,5,Arif Budiarto,"good apps, and easy to use"
16-Jan-19,5,jaka nugraha,friendly user and helpful. excellent
17-Jan-19,3,Ahmad Ichsan Baihaqi,"apps oftenly error, cannot open account menu. I have to sign out and sign in again to make it works. and when I try to sign in again, I always have to get new token and input it to verify my number"
17-Jan-19,1,Liana -,mobile apps always show error message. can't look up my inbox either notification !!
17-Jan-19,5,Nina Nina,my fave online shop in Indonesia. most. thank you tokopedia.
17-Jan-19,5,amir rozie triesulo,A good market place one of the biggest in Indonesia & very familiar this application
17-Jan-19,4,A Google user,good service help people to get the needs.
17-Jan-19,1,Ricky Febiawan,please fix the INBOX & ACCOUNT..!!
17-Jan-19,5,jeremi julian,the best online market place..
17-Jan-19,5,Hardy San,The best online shop in indonesia...
18-Jan-19,3,Boedhie Ho,"Easy to use and good security. But browsing items when sorted by price is a little bit confusing, because mixed with promoted items in the middle, unlike the desktop version."
18-Jan-19,4,Jack bon,"If you wanna shopping, here there one of the best online shopping application !"
18-Jan-19,5,Rifki Adhi Pratama,helpful app and easy to use. various method of payment CS also responsive & helpful
18-Jan-19,4,adrian gibran,for better and easy shoping and sell something...keep going toped...
18-Jan-19,5,Bio Lazuardi,Simply one of the best e-commerce app in Indonesia
18-Jan-19,5,A Google user,very easy to use and beneficial online application
18-Jan-19,4,Agus Ariyanto,please fix the minor bug - auto update checkout
19-Jan-19,5,Jogjarobotika,as good as usually but oftenly you change the look too absurd and confusing me
19-Jan-19,5,Adi Praptika Jaya,Amazing Online Store...I found it very easy for me to buy things that i need
19-Jan-19,5,A Google user,so far so good...keep doing it right ☺
20-Jan-19,5,wisudana nugroho,"good shopping experience, along with Ovo integration, now it became much more convenient."
20-Jan-19,5,Sugi Usinto,Easier to find the things that we need with good price application
20-Jan-19,5,Rizal Triyandi,"please, maintain merchant to sell original and not recondition product."
20-Jan-19,5,roma shintauli,"so far, never disappointed from the seller"
20-Jan-19,5,queenz couture,first time user. not much to tell
20-Jan-19,5,dicky darmawan,good market place..and UI/UX very nice
21-Jan-19,5,Liu Jennie,"Very easy to find daily goods that I need here. The price is reasonable, the app is easy to use, very user friendly."
21-Jan-19,5,zuhdi ismail,best app for online shopping better than any apps similar... even they are giving cheaper discount but they can't give best shopping experience
21-Jan-19,5,Dean Harianto,"Good experience with Toped, improvement can be achieved by stricter filtering seller for a better buyer protection"
21-Jan-19,5,like it like that,the cheapest among all.. trust me!!
21-Jan-19,5,Fitri Ikhtiarti,Good Applications. Thank you tokopedia
21-Jan-19,4,Amut putrA,"frendly use, i like it, more choices"
22-Jan-19,5,Desya Somasari,I used to give 1 star because it was so hard to upload things. they developed it. now it is easy to use. good job.
22-Jan-19,5,Rezo Alputra,"The best Indonesian e-commerce. Best system, best UI, best server, best feature."
22-Jan-19,1,A Google user,"the most ads spammer in my whole browser... omg please remove it, its uncomfortable... i mean seriously? blocked until 61 pop ads? i download this apps just to review how disgusting this app are (sorry bad grammar)"
22-Jan-19,1,derrick jonatan,Avoid using this apps. Very lousy customer service
22-Jan-19,5,Stevanus Edwin,"easy to use, user friendly, good ui/ux design"
22-Jan-19,5,Sarah Hamid,"love it, good price, good review"
22-Jan-19,5,Sapto Andri,great apps help me easier to do anything...
22-Jan-19,5,Hansen Wijaya,"easy to use, very helpfull."
23-Jan-19,5,Tara Swetlana Tiara Fattah,"Why suddenly bugging? Installed uninstalled repeatedly, but not solved anything. A little help or another updates, maybe? Surely this version is the worst of your updates. update, after update, it's sureley better interface. 5 🌟"
23-Jan-19,5,william andrian,Every items you looking for is here.. Secure payment and guaranted..
23-Jan-19,5,kharizma audina,so far is good. thanks for having me as a customer 😊
23-Jan-19,5,hani kusuma,good platform for buying and it has good service too
23-Jan-19,5,Arbima Busro,Online shop with great system in Indonesia.
23-Jan-19,5,Jose Poernomo,impeccable service and trustworthy.
23-Jan-19,5,A Google user,thank you Tokopedia for helping me everyday.....
23-Jan-19,5,aria rotama,"helpful, so far so very good"
24-Jan-19,2,A Google user,"I was previously very satisfied with Tokopedia. But after Alibaba's investment, Tokopedia has become less attractive for me. The free (or discounted) ongkir deals are fewer & more restrictive. The new ""OVO CASH + POINTS"" is not as flexible/generous as the old structure. Must play silly ""Pecah Telor""...Full Review"
24-Jan-19,4,Lukman Hakim,"One of the best Online Shop App, trusted, and easy... but still need Improvements, nothing is perfect."
24-Jan-19,5,Ulie Ali Azhar,Best market place for me so far. Shank Tokopedia!
24-Jan-19,5,Husein Adiwidjaja,Application : Simple - Reliable - Safe
24-Jan-19,5,Xaverius Hamonangan Sinaga,User friendly application even for Baby boomers generation
25-Jan-19,4,Abghi Fadhlan Khaliq,"Good application, easy to use, easy to make a transaction, i haven't get any problem on this apps"
25-Jan-19,5,Reggy Natalegawa,very useful online shopping application... the the utmost important us very safe to buy for buyer and to sell for seller
25-Jan-19,5,Siti Aisyah,"stable start up, so many features and optional prodcut we can buy there"
25-Jan-19,5,Donnie Pranata,so helping when i want to shopping but with lazy situation
25-Jan-19,5,kennet darnel,helpful apps to find somethin to bought with friendly interface
25-Jan-19,4,Adi SM,"user friendly e-commerce, great apps"
25-Jan-19,5,Shita Astiti,easy app. trusted seller too. nice👍
26-Jan-19,1,dermawansyah,i don't judge this app. this app is aparrently very good. I just don't get why this market place has so many fake sellers. Two days ago i was duped so that the seller changed my account and stole my money. and i didn't know tokopedia phone number. i searched everywhere.I found three numbers but not ...Full Review
26-Jan-19,5,Afrolo 16,"Well, my favorite app to buy something is here. Sometimes i get confused by GUI because i don't know which category but in the end i found it."
26-Jan-19,5,A Google user,"One of the best applications for shopping ,,,"
26-Jan-19,5,Alfa Romeo,best application..user friendly and easy to use
27-Jan-19,2,Fidel Hendrik Chin,"I received defect product, but the shop replace it once I WhatsApp them, the replacement is good"
28-Jan-19,5,Even Kusnadi,user friendly and very useful. u can easily search items u want & compare the best price
28-Jan-19,5,Amalia Riska,I loved it. more and more better. Great App eever
28-Jan-19,5,Jean Pappin,what a good apps sometimes did errors but still do the good job
29-Jan-19,5,Medi Yali,"so far so good.. the ui and ux are both met my expectations. keep up the good work, guys.."
29-Jan-19,5,annet risheli,easy to use. so many variaties and so far very safe too for money transaction.
29-Jan-19,5,galih aribowo,"Every time I looking for some things, the first always tokopedia in my mine"
29-Jan-19,5,Beno Mahmud,Great App.. easy to use. A Five Star Rating.. AWESOME
29-Jan-19,5,Budiman Angsanajaya,Works great for me n very easy to used... 5 stars...
29-Jan-19,5,Panji Kresna,my favourite marketplace app very easy to be a seller and buyer
29-Jan-19,5,A Google user,Good Applications!! Recommended!!
29-Jan-19,5,Dessy Natalia,good application for shopping and buy anything
29-Jan-19,5,Sandy Ian,I always shop and trust to buy things
29-Jan-19,5,A Google user,"easy app, easy shopping, time saving"
30-Jan-19,5,iin drayani,"This apps has changed my life. I feel like I have many assistants so I don't need to go outside if I need something. It helps me to obtain the best price amongs others. Now, everything that I want, I can acquire all just by one click. thanks a lot"
30-Jan-19,5,Philippe Bangun,"One of the best online marketplace. Shopping made easy, great UI/UX and various of choices. Havent been disappointed shopping there ever since. A must have for an e-commerce app!"
30-Jan-19,4,A Google user,excellent.. could earn 5* if customer services could be more responsive in resolving issues.. their response is slow n text book
30-Jan-19,5,Stevano JSI,Great apps for buyer or seller!!.. keep up the good works!..
30-Jan-19,5,Andy Tanu Utomo,helpful apps to purchase any thing that you need!
30-Jan-19,5,william susanto,perfect application. good job.
30-Jan-19,5,Hatta Mochammad,The new update is confuse me...
30-Jan-19,5,indra wijaya,"still the best app seller ,,keep going 😁"
30-Jan-19,2,Wishnu Aji,i can't install the latest update.
31-Jan-19,1,F Gun,"After updated last time, my account could NOT get cashback(although noted COULD during the buying process) due to SAME ADDRESS with my wife's, ALTHOUGH we have DIFFERENT email, handphone number, bank account. I complained to Tokopedia CS but they responded through PROMOtion team by ASKING for e-KTP ...Full Review"
31-Jan-19,5,Heinrich A.T,Helpfull... all i need can be found here..
31-Jan-19,5,rizal rizky,easy to use... make life more easier
31-Jan-19,5,Anditha Nugraha,"great app... simple, and user friendly"
31-Jan-19,5,Sudung Sirait,"easy to use, helping my transaction"
1-Feb-19,4,Ram Bascomb,"As a buyer, this app gives me complete informations about products, sellers, price and even the courier for delivery the product. No perfect but really helpful."
1-Feb-19,5,Friana Dina,ok...very helpful....and easy to operate....good prices and lots of choices of products to be sold...
1-Feb-19,4,Arkitara Channel,"good aplikasi, and have live tracking for delivery."
1-Feb-19,5,Sari Fitriyanti,best online shopping for me since 2013
2-Feb-19,5,Adolfus O'Deecue,The most secure e-commerce site at this moment. As a buyer and a seller I found no problem with the application. Hopefully it will continue to be as good as it is.
2-Feb-19,1,Loly Margaretha,the ovo thing? i hate it. mandatory update? sh1tty. also i cant be sure theyre not selling my data somewhere else.
2-Feb-19,5,Evi Mellyanaa,A very good shopping app. Good for seller and buyers.
2-Feb-19,5,Djoko Ari Wibowo,I am satisfied with this application. It makes my life easier.
2-Feb-19,5,Fitri Arlinkasari,tokopedia is as good as Ebay.
2-Feb-19,5,rumah. jinggaku,easy to use and nice experience
2-Feb-19,5,James Halim,A very helpful application.
2-Feb-19,5,Alexander Radityowarman,very handy and useful app
2-Feb-19,5,AL Bab,Tops Indonesia I love it's apps
3-Feb-19,4,jose paruntu,"always happy to shop in tokopedia, delivery is super fast!! (if in the same city,which many of the competitors usually take longer even in the same city) Just a little suggestion; please carefully select the seller,make sure they put the right info about the originality of the merchandise"
3-Feb-19,5,Riaka Gill,I never have a problem for any purchases here. the best for me. eventhough lots of online shopping available but for me the appearance of tokopedia not complicated at all like others. keep up the good work team.
3-Feb-19,5,irvan lubis,i have this apps over 2 years now. i love it. year after year this apps always update for the better. keep up the good work!
3-Feb-19,5,Albert Yong,"Good app, so far the best shopping app in my opinion."
3-Feb-19,1,Rival Abu Hanifah,its already 2019 and your app doesn't support split-screen?
3-Feb-19,5,A Google user,The app is very good there are lots of discounts in the app.
3-Feb-19,3,A Google user,The ceo do great ! Keep serving people
3-Feb-19,5,BARON,finding every daily need. simply fast ux
3-Feb-19,5,Satria Rizaldi,The best retailer in Indonesia
4-Feb-19,5,halis novian,good online market. better service and lots of coupons to get cashback. many product choices.
4-Feb-19,5,Aldy Azhari,"Love this app, you can buy anything you want right here."
4-Feb-19,4,Saleha Parman,easy and simple process. very effective
4-Feb-19,5,Helmi Sudiro,very usefull. thanks for developing this
5-Feb-19,5,Annisa Taradiva,"Really GREAT for paying my monthly bills. But lacking in delivery discounts for long distance buyer like me, this can be seen as even more tragic with the existence of other e-commerces who can even give free deliveries for nothing."
5-Feb-19,5,A Google user,fast and relaible online business side . will be happy to use it more often ....
5-Feb-19,5,Mohammad Bahrul-Ulum,This app help me so much. Shopping is simple and easy.
5-Feb-19,5,Kresno AN,Great apps for daily use. One app for your daily needs
5-Feb-19,4,David Eko Budiarto,Easy to learn easy to pay easy to shop
6-Feb-19,5,A Google user,too bad the cashback getting more and more not received properly. seemingly only giving us the proper user as a fake user that missleading one or all of tokopedia rules. to bad and getting more and more dissapointment of this apps.
6-Feb-19,5,Arya Sakramen Barus,"This app very userfull, good looking. Easy to use, provided every payment especially OVO cash and OVO point."
6-Feb-19,1,joko tatan,"I have 1 million deposit 4 years ago, and it so hard for me to get back my money"
6-Feb-19,5,Joshua Pitoyo,love this app much!!! the features is easy to use...
6-Feb-19,5,mazin majeed,its good app anythink can find here and trusted
6-Feb-19,5,Hannie Handayani,easy to use app and good service
6-Feb-19,5,Ishaq Al Asyja',An instant online shop throught mobile.
6-Feb-19,5,Trisny Andrianty,"Free shipping only 1courier, too many rules..."
6-Feb-19,5,Fajar Herucahyo,"Easy to use, user friendly"
6-Feb-19,5,andy alvin,"good app, very useful and user friendly"
6-Feb-19,5,Rio Ariffian,One of the best Unicorn in Indonesia
6-Feb-19,5,joko purnomo,". No x.. X. Ketik deal.or. Xk. . Not,.. Xmxmdxn£nz"
6-Feb-19,5,Muhammad Rusdi,so far so good no handicap and complaint
6-Feb-19,5,Henri Kusuma,"great application,lot payment option."
7-Feb-19,4,A Google user,Language preference is not available. I want the English Language to be one of the option since I don't understand bahasha...
7-Feb-19,5,Yohanes Raka,"very useful, easy to use, and best user interface. love and like it!"
7-Feb-19,4,chalie w,OK so far!! Keep this good service!!
7-Feb-19,5,Widyo Tribudi,"Very good o/l purchase app, it's very helpful.."
7-Feb-19,1,Carol Jimenez,Can not change language and can not find help for it.
7-Feb-19,4,Yosua Partogi,"As an daily ovo user who runs a business, your partnership surely makes me smile big. Thank you tokped"
7-Feb-19,5,Charles Tauk,"easy to use, added some useful features"
7-Feb-19,5,Deni Kuswanto,easy to access.. great apps for shopping.
7-Feb-19,5,febriandi bextor,It helps me a lot. NICE shopping.
7-Feb-19,5,Lutfi Agung,"very helpful, safe payment method"
7-Feb-19,4,taufiq abdoellah,Good apps.. quick reply and response.
8-Feb-19,5,Goharjio Nico,Very efficient if you want to do online shopping if you dont have the time to do so or just looking for an item. They almost have everything i need from sports equipment to video game license keys. One problem is the price of the delivery. Its quite expensive if you want it sent on the same day. Ove...Full Review
8-Feb-19,5,Umar Mishbahush Shuduri,"This app really helps me to looking for cheap but classy things to purchase, You will also need its help, too! The customer service is very responsive to our complaints. Ask & confirm the trader before purchasing, to prevent you get tricked or anything else bad."
8-Feb-19,4,Krisna Mahardika,"Very useful app, easy to navigate and probably one of the best app around. Thanks."
8-Feb-19,5,Jennifer Vee,Best olshop I know! Never get tired to order cause it always has promo & kind services
8-Feb-19,5,Slamet Teguh Arisdianto,its good to me for buy with cheapest prices. good applications overalls
8-Feb-19,5,Anton Gunawan,Good online application. Like it.
8-Feb-19,5,Endradi Jalop,i like this apps since first time.. so good..
8-Feb-19,5,Jacky Pratama,it helps me a lot.. thank you..
8-Feb-19,5,Arif Firmansyah,Nice app..Easy to guide and rarely to crash..
8-Feb-19,5,A Google user,"user friendly, and lots of promo"
8-Feb-19,5,Ade Khoerunnisa,all in one app... love it...
9-Feb-19,5,Wulansri Ratnasari,"easy to use, have so many choices and also have anything i want."
9-Feb-19,4,A Google user,"Good apps for shopping, integrated with Ovo payment. very easy."
9-Feb-19,5,Diah Sekar Widhi,great user experience. stop changing interface pls. and i just wish they still hv the hotlolist tab recomm
9-Feb-19,5,Archie Indra,I've been using the apps for 5 years. great!
9-Feb-19,5,A Google user,"nice app, love to shop in toped"
9-Feb-19,5,Boy Nainggolan,The Best. For buyer and seller :)
10-Feb-19,5,Yuan Akbar,"this application makes people easier to buy product from store without going to the store places, nice tokopedia👍"
10-Feb-19,4,need to sleep,"A bit improvement to UI, and UX. It will be perfect if you can improve it"
10-Feb-19,3,rizki dwitama,"all is good, but there is one thing. i cant load the images of the products"
10-Feb-19,5,Matius Kabiai,"very helpful apps, good prices, and good quality of goods"
10-Feb-19,5,Dede Heriyanto,"Good App for Seller and Buyer, Recommended."
10-Feb-19,5,Astri Mertiana,I prefer Tokopedia to other market-place apps ! 👍👍
10-Feb-19,4,Maulina Estrina,really help me to find many things.. but sometimes suka bikin REMPONG!!
10-Feb-19,5,Rusjana Satyaputra,Quite fast and easy to operate.
11-Feb-19,5,A Google user,"User friendly, use this app for many times, so far no problems arised yet."
11-Feb-19,5,Paradhika Galih Satria,one of the best online shop in Indonesia
11-Feb-19,5,Omega Soegiyanto,very useful and user friendly
11-Feb-19,1,eang 1000,give me de dark mode so we my eyes can shopping comfortablely
11-Feb-19,4,Achmad Rizky,easy to use and lots of benefits
12-Feb-19,1,U. B,Tokopedia is the worst online product Shop ever shoppee is better than this they wont verify Something and I cant Even pre Purchase tickets for Jakarta Toys and comic Fair 2019 hopefully your all Go Bankrupt! Piece of Garage Waste of Time! Screw it! i am going to the ticket booth!
12-Feb-19,5,Debby Nuradrianti,"I love this application, so easy to pay especially by creadit card. I found all the goods what I needed. This application always have promotion every special moment."
12-Feb-19,5,Yarra Regita,"easy to use, various payment options, one stop online shopping."
12-Feb-19,5,Geraldine Sjachrial,"user friendly, fast and up to date.... easy refund as well"
12-Feb-19,5,Ni Putu Ayu Puspa Lestari,its so helpful application to shopping. thx Tokopedia's team to create this application.
12-Feb-19,5,Sari Dewi,like it alot better than others just simple n wanna shop again n again xixixi
12-Feb-19,5,Fredi Firmantoko,great aplication for online shopping... 👍
13-Feb-19,1,Steven Steven,"I've using this app since forever. But got disappointed like a year ago when somebody is hacking through my account and Tokopedia didn't want to be responsible because they thought I'm giving someone OTP code, which is nonsense. Anyway, this latest version is keep logging out my account now. I'm usi...Full Review"
13-Feb-19,2,A Google user,"While other features updated nicely. This version's ""wish list"" us now infected with advertisement. Your ""wish list"" is now ""wish and unwished list"". It's one less point for buyer's convenience. It'll be 5 star if advertisement used wisely."
